Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
55-64,Bronchospasm Prevention with COPD,2017-11-29,spiriva respimat mist inhaler,164818,4,5,Although high priced.  This mist has been very effective in controlling my COPD and wheezing.,5,Female,Dry mouth  and  dizziness  may occur.
75 or over,Bronchospasm Prevention with COPD,2017-01-07,spiriva respimat mist inhaler,164818,4,4,"I have been monitoring my borderline high  cholesterol levels all my adult life and have managed, with diet and exercise, to keep it under control.I am 76.  I was diagnosed with copd last spring and prescribed Spiriva Resprimat.  After two months on this drug all of my cholesterol numbers  were elevated. Pulmonary MD says there are no studies to show the relationship, but I'd like to try something else.  What would it be?  ",1, ,Dry mouth  and  dizziness  may occur.
65-74,Bronchospasm Prevention with COPD,2016-12-29,spiriva respimat mist inhaler,164818,2,2,"I used Spirive Handihaler for several years with good results, then lost my insurance and was not able to afford the over $300 a month, so tried Advair with good results but just recently was given Spiriva Respimat from the VA and have been using it now for a month and a half. And in the last month I have notice shortness of breath much more severe than before, I use to be able to get through most of the day without struggling for breath, but this last month has been extremely difficult. I prefer the Handihaler but I`ve heard it`s no longer available..I may go back to the Advair. ",2, ,Dry mouth  and  dizziness  may occur.
35-44,Bronchospasm Prevention with COPD,2016-11-22,spiriva respimat mist inhaler,164818,5,5,"I haven't been on this medication for very long but it has already helped me with my breathing problems.  Of course, I have to use it alongside my Ventolin rescue inhaler for it to be effective.  If I can get it down to just using one inhaler, that would be great.",5, ,Dry mouth  and  dizziness  may occur.
75 or over,Bronchospasm Prevention with COPD,2016-05-16,spiriva respimat mist inhaler,164818,1,2,"Cannot believe the FDA approved this ""new"" med. Hard to put together, hard to turn, and stupid way to keep track of the doses..and the PRICE...really disgusting!! Very dissatisfied.
",1,Female,Dry mouth  and  dizziness  may occur.
75 or over,Bronchospasm Prevention with COPD,2016-01-26,spiriva respimat mist inhaler,164818,5,4,"I have been using Spiriva for a couple of years, switched to the easier use about a year ago. The medication works well for me. But even with a prescription drug plan I find the cost to be out site. Medicare allows a set amount of drug cost per year, I find myself in the donut hole by August each year. MD looking for a drug I can afford.",4, ,Dry mouth  and  dizziness  may occur.
75 or over,Bronchospasm Prevention with COPD,2015-12-01,spiriva respimat mist inhaler,164818,3,4,Spirva Respimat is working for me but occasionally causes me to cough and I'm afraid I'm losing some of the dose.  Is this common and is it o.k.?  I have used Spirva Capsules for several years and just started the Respimat.,3,Female,Dry mouth  and  dizziness  may occur.
65-74,Bronchospasm Prevention with COPD,2015-10-15,spiriva respimat mist inhaler,164818,1,5,"I used this product for years before they changed thedelivery system. Being older and with arthritis in my hands it is difficult for me to open and I feel that I get too much of the medication in my mouth. Prefer the handihaler.
",2,Female,Dry mouth  and  dizziness  may occur.
65-74,Bronchospasm Prevention with COPD,2018-11-18,"spiriva capsule, with inhalation device",89062,3,3,Empty capsules at ten dollars a pop,1, ,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2018-04-10,"spiriva capsule, with inhalation device",89062,2,4,"I agree that the delivery system sucks big time.

The lack of the capsule rattling as it should in the Handihaler, I have found, is typically due to either (1) broken capsule pieces remaining in the device after use or (2), as others have pointed out, the entire top breaking off the capsule in the device.
 
I did discover something that appears to make a difference. Of course, I check for stray bits of capsule with every use but I have found that making sure the capsule goes into the Handihaler with the large end DOWN improves the performance of the device.

I have been watching this for about 3 weeks and have had no problems with the capsule in the apparently right, large end down,  position. In that period I have two ""no rattle"" applications; on both I checked to find the large end was up. 

It may be coincidence but it might work for others.  ",4,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
35-44,Bronchospasm Prevention with COPD,2018-03-06,"spiriva capsule, with inhalation device",89062,4,4,"Day 3 and experience extremely bad sore throat, cough, overly sore muscles lose of voice, dizzy eyes very tired thought it was bronchitis ....but more reading and days pass realize it's the  spiriva. Will talk to doctor about other options...breathing was better but side effects horrible. ",1, ,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2018-02-10,"spiriva capsule, with inhalation device",89062,4,4,"Drug is fine the delivery system SUCKS big time. In about 3 of every 10 doses the capsule does not rattle in the Handihaler after puncturing and inhaling which results in the medication not be delivered to the lungs effectively.  I am very careful to open the hanidhaler completely before and after every use to check of stray capsule bits that might interfere with the ""rattle"" process.  The problem is that the capsule is intended to be punctured with small holes near the top and bottom. I have noticed that at the time the rattle is not present the upper puncture device has completely cracked the top off of the capsule. I know it is not intended to work this way. I agree with other that is medication is too expensive to have about 30% of the doses wasted. BI Pharmaceuticals needs to spend a few buck and rethink their delivery system. ",2, ,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2017-12-27,"spiriva capsule, with inhalation device",89062,1,1,"Spriva irritated my throat, dried me out, couldn't drink enough water, gave me a guttural cough, changed what I cough up from clear with tiny bubbles to very heavy, concentrated,  and ugly in color.  It took me over a month to finally get back to where I was before I took it. ",1, ,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2017-11-22,"spiriva capsule, with inhalation device",89062,1,2,"Packaging is very hard to open, cannot buy refills and have to buy the entire contraption every time, many contain nothing but air or have holes in the capsules rendering them useless. Horrible product and insanely overpriced. Need a generic that actually works",1,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
75 or over,Bronchospasm Prevention with COPD,2017-03-31,"spiriva capsule, with inhalation device",89062,1,3,"Every time I twist the barrel to cock the mechanism it releases the spray.
My co=pay is $40.00 and who knows how much Medicaree pays.
The dispensing Pharamists tells me there's nothing he can do about it.",1,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2016-10-25,"spiriva capsule, with inhalation device",89062,3,3,"I have just started Spiriva and I notice many posts complaining about empty capsules.  How do you tell if a capsule is empty?  When I breath it in the capsule rattles around and leaves no taste so I really can't tell.
",2,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
75 or over,Bronchospasm Prevention with COPD,2016-09-19,"spiriva capsule, with inhalation device",89062,3,3,"capsules are frequently defective, pierced before use.  Calls to manufacturer are frustrating and needlessly complicated.  After 15 minutes of questioning the agent allowed that they would replace 5 capsules if I got my pharmacy to contact them.  This seems like a deliberate money-saving scam on their part to discourage people from demanding better quality control.",1,Female,"Dry mouth ,  constipation , or  dizziness  may occur."
65-74,Bronchospasm Prevention with COPD,2016-05-29,"spiriva capsule, with inhalation device",89062,5,2,15 to 20% failure rate.......how do I get a refund....this is unacceptable,1,Female,"Dry mouth ,  constipation , or  dizziness  may occur."
55-64,Bronchospasm Prevention with COPD,2016-03-23,"spiriva capsule, with inhalation device",89062,1,1,My dr. prescribed this but after finding out the price was around 300.00 or more I couldn't get it.  I am disabled and on medicare but insurance won't cover it.  There should be other drugs out there that would replace this for a better price.,1, ,"Dry mouth ,  constipation , or  dizziness  may occur."
45-54,Bronchospasm Prevention with COPD,2016-02-16,"spiriva capsule, with inhalation device",89062,3,3,"its sucks having this,but have to do what the docs tell me to do! ",3, ,"Dry mouth ,  constipation , or  dizziness  may occur."
55-64,Bronchospasm Prevention with COPD,2015-12-20,"spiriva capsule, with inhalation device",89062,4,4,"commensment to 3 weeks, now progressed to 5 wks. Dry mouth, bone dry, and loosing my voice, soar throat, none of which is relieved with Biotene products for same. If it worsens, I'll have No voice ",2,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
75 or over,Bronchospasm Prevention with COPD,2015-12-06,"spiriva capsule, with inhalation device",89062,4,4,"Not cheap. Effective although. Biggest problem. Ha dialed does not work all the time. Capsule breaks inside, not a clean puncture. I have various handihaler each 30 days. Once pinctured, there goes a dollar. This late lot 15C3206, already lost 6. Where do I complain, what number do I call.",4, ,"Dry mouth ,  constipation , or  dizziness  may occur."
75 or over,Bronchospasm Prevention with COPD,2015-02-04,"spiriva capsule, with inhalation device",89062,5,5,"Have been on Spiriva for 9 years and had been very satisfied with the performance of the medication.  However, the cost is prohibitive for a senior on a Medicare RX plan as Spiriva raised the price by %538.18 this year so my insurance will no longer cover the medication.  Will have to look for an alternative.",5,Female,"Dry mouth ,  constipation , or  dizziness  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2012-08-29,"spiriva capsule, with inhalation device",89062,5,4,"I have what I call ""episodes"". its a really weird feeling I get from head to toe(anxiety maybe).  When this happens I can't seem to really catch my breath.  I feel like this 2 or 3 days a week. I have been admitted to the hospital 3 times in 4 months. I also have insomnia, depression, weight gain.  ",3,Female,"Dry mouth ,  constipation , or  dizziness  may occur."
45-54,Bronchospasm Prevention with COPD,2014-12-06,"spiriva capsule, with inhalation device",89062,4,2,"Honestly it is hard for me to tell how effective this medicine is for me as I take other meds along with this one.I will say this,at the ripe old age of 52 I was diagnosed with cateracts and had to undergo surgery.Eye doctor pointed out Spiriva and Combivent usage.Also, noticed that some of the capsules did't produce a slight taste that I had become accustomed to. Upon reading other similar complaints, I decided to inspect one third of a box to see if any capsules were empty.Out of 10 capsules, 1 was empty.If that held true for the other two sheets, 10 percent of the medicine was not even there!Although this percentage is not huge,I doubt they would except only 90% of my expensive co-pay.Called them,they asked for lot# and exp. date and was told they would be in touch. That was over 7mo ago.At least for me,I don't think this medicine is worth the money.There are other meds that aren't advertised so much, or at all,that seem to work better.",2,Male,"Dry mouth ,  constipation , or  dizziness  may occur."
